receiver_pseudo,sender_pseudo,t_prev,t_curr,dt,x_prev,y_prev,x_curr,y_curr,dx,dy,dist,speed_prev,speed_curr,dv,jerk,acc_prev,acc_curr,dacc,heading_prev,heading_curr,dtheta,heading_rate,rate_msgs_per_s,pos_conf_x_curr,pos_conf_y_curr,spd_conf_x_curr,spd_conf_y_curr,acc_conf_x_curr,acc_conf_y_curr,head_conf_x_curr,head_conf_y_curr,label,mb_version,delta_speed,row_id,fused_anom,rsu_anom,obu_anom,rsu_score,trust_sender,trust_pair
102615,107351,1437.086891,1438.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.267357,14.176699,-0.090658,-0.090658,0.704616,0.133591,-0.571025,0.79756,0.302188,-0.495372,-0.495372,1.0,4.754973,4.711764,-0.009368,-0.003126,0.002556,0.004112,4.595059,11.257163,1,v2,0.090658,3249,1,1,0,0.9696215610359212,0.0091200126524541,0.0190533576968223
102615,107351,1438.086891,1439.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.176699,14.278644,0.101945,0.101945,0.133591,0.939673,0.806082,0.302188,0.301049,-0.001139,-0.001139,1.0,4.56593,4.438117,-0.009427,-0.003175,5.9e-05,4.9e-05,4.556545,11.178758,1,v2,0.101945,3250,1,1,0,0.974551616994842,0.0091200126524541,0.0190533576968223
102615,107351,1439.086891,1440.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.278644,14.301401,0.022756,0.022756,0.939673,0.592108,-0.347564,0.301049,0.735036,0.433987,0.433987,1.0,4.527248,4.525426,-0.007228,-0.006857,0.002199,0.003682,6.24747,6.58964,1,v2,0.022756,3251,1,1,0,0.995,0.0091200126524541,0.0190533576968223
102615,107351,1440.086891,1441.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.301401,14.28929,-0.012111,-0.012111,0.592108,0.13096,-0.461148,0.735036,0.731199,-0.003836,-0.003836,1.0,4.476682,4.584557,-0.007226,-0.006846,2e-06,1e-05,6.249199,6.599507,1,v2,0.012111,3252,1,1,0,1.0,0.0091200126524541,0.0190533576968223
102615,107351,1441.086891,1442.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.28929,14.192317,-0.096973,-0.096973,0.13096,0.281455,0.150494,0.731199,0.587741,-0.143459,-0.143459,1.0,4.18141,4.590708,-0.008068,-0.005715,0.000841,0.001131,5.538175,7.763061,1,v2,0.096973,3253,1,1,0,0.9869984662064212,0.0091200126524541,0.0190533576968223
102615,107351,1442.086891,1443.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.192317,14.281634,0.089317,0.089317,0.281455,1.055454,0.773999,0.587741,-0.028384,-0.616125,-0.616125,1.0,4.357224,4.477752,-0.009949,-4.2e-05,0.001881,0.005673,4.2275,17.526569,1,v2,0.089317,3254,1,1,0,0.9396215610359212,0.0091200126524541,0.0190533576968223
102615,107351,1443.086891,1445.086891,2.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.281634,14.27458,-0.007054,-0.003527,1.055454,0.885803,-0.169651,-0.028384,-0.823971,-0.795587,-0.397794,0.5,4.732626,4.799543,-0.007002,0.007062,0.002328,0.010374,6.453918,48.589114,1,v2,0.007054,3255,1,1,0,0.9899122289549216,0.0091200126524541,0.0190533576968223
102615,107351,1445.086891,1446.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.27458,14.256274,-0.018306,-0.018306,0.885803,0.171024,-0.714779,-0.823971,-0.825648,-0.001676,-0.001676,1.0,4.554806,4.893216,-0.006993,0.007053,9e-06,9e-06,6.462242,48.525992,1,v2,0.018306,3256,1,1,0,1.0,0.0091200126524541,0.0190533576968223
102615,107351,1446.086891,1447.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.256274,14.226544,-0.02973,-0.02973,0.171024,0.354607,0.183583,-0.825648,-0.826276,-0.000628,-0.000628,1.0,4.737025,4.684576,-0.006978,0.007038,1.5e-05,1.5e-05,6.475783,48.423659,1,v2,0.02973,3257,1,1,0,0.9975,0.0091200126524541,0.0190533576968223
102615,107351,1447.086891,1448.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.226544,14.269621,0.043077,0.043077,0.354607,0.061293,-0.293314,-0.826276,-0.826276,0.0,0.0,1.0,4.698433,4.713988,-0.006999,0.007059,2.1e-05,2.1e-05,6.456171,48.572013,1,v2,0.043077,3258,1,1,0,0.9975,0.0091200126524541,0.0190533576968223
102615,107351,1451.086891,1452.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.437226,6.803801,0.366575,0.366575,4.500002,0.304064,-4.195938,-0.827408,-0.751148,0.076261,0.076261,1.0,4.801539,4.884516,-0.003597,0.003086,0.00044,9.8e-05,10.5209,27.460904,1,v2,0.366575,3259,1,1,0,1.0,0.0091200126524541,0.0190533576968223
102615,107351,1452.086891,1453.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.803801,6.701189,-0.102612,-0.102612,0.304064,0.2879,-0.016163,-0.751148,0.367613,1.118761,1.118761,1.0,4.754405,4.579269,-0.004282,-0.001859,0.000685,0.004946,9.536207,13.502039,1,v2,0.102612,3260,1,1,0,0.9975,0.0091200126524541,0.0190533576968223
102615,107351,1453.086891,1454.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.701189,8.68386,1.98267,1.98267,0.2879,2.481044,2.193144,0.367613,0.713528,0.345915,0.345915,1.0,4.551656,4.465674,-0.004403,-0.004148,0.000121,0.002289,9.371482,9.72099,1,v2,1.98267,3261,1,1,0,0.9974705138386424,0.0091200126524541,0.0190533576968223
107291,107351,1451.086891,1452.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.437226,6.803801,0.366575,0.366575,4.500002,0.304064,-4.195938,-0.827408,-0.751148,0.076261,0.076261,1.0,4.801539,4.884516,-0.003597,0.003086,0.00044,9.8e-05,10.5209,27.460904,1,v2,0.366575,3298,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1452.086891,1453.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.803801,6.701189,-0.102612,-0.102612,0.304064,0.2879,-0.016163,-0.751148,0.367613,1.118761,1.118761,1.0,4.754405,4.579269,-0.004282,-0.001859,0.000685,0.004946,9.536207,13.502039,1,v2,0.102612,3299,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1453.086891,1454.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.701189,8.68386,1.98267,1.98267,0.2879,2.481044,2.193144,0.367613,0.713528,0.345915,0.345915,1.0,4.551656,4.465674,-0.004403,-0.004148,0.000121,0.002289,9.371482,9.72099,1,v2,1.98267,3300,1,1,0,0.9974705138386424,0.0091200126524541,0.0150039412713903
107291,107351,1454.086891,1455.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,8.68386,10.628737,1.944877,1.944877,2.481044,1.366208,-1.114836,0.713528,0.708524,-0.005004,-0.005004,1.0,4.3676,4.465975,-0.00539,-0.005077,0.000986,0.000929,8.134452,8.507307,1,v2,1.944877,3301,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1455.086891,1456.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,10.628737,12.444132,1.815395,1.815395,1.366208,2.146156,0.779948,0.708524,0.708085,-0.000439,-0.000439,1.0,4.602511,4.431319,-0.00631,-0.005945,0.000921,0.000867,7.127569,7.511553,1,v2,1.815395,3302,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1456.086891,1457.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,12.444132,14.245261,1.801129,1.801129,2.146156,0.331362,-1.814794,0.708085,0.708085,0.0,0.0,1.0,4.760988,4.404369,-0.007223,-0.006805,0.000913,0.00086,6.251923,6.638956,1,v2,1.801129,3303,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1457.086891,1458.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.245261,14.268763,0.023502,0.023502,0.331362,0.024557,-0.306805,0.708085,0.708085,0.0,0.0,1.0,4.580611,4.539176,-0.007235,-0.006816,1.2e-05,1.1e-05,6.241192,6.62822,1,v2,0.023502,3304,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1458.086891,1459.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.268763,14.230968,-0.037795,-0.037795,0.024557,0.144432,0.119875,0.708085,0.708085,0.0,0.0,1.0,4.525435,4.773009,-0.007216,-0.006798,1.9e-05,1.8e-05,6.258385,6.645421,1,v2,0.037795,3305,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1459.086891,1460.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.230968,14.227411,-0.003557,-0.003557,0.144432,0.002751,-0.141681,0.708085,0.70421,-0.003874,-0.003874,1.0,4.273358,4.54126,-0.007214,-0.006796,2e-06,2e-06,6.260006,6.647042,1,v2,0.003557,3306,1,1,0,0.9847821007444436,0.0091200126524541,0.0150039412713903
107291,107351,1460.086891,1461.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.227411,14.219069,-0.008342,-0.008342,0.002751,0.424225,0.421474,0.70421,0.70421,0.0,0.0,1.0,4.458696,4.412753,-0.00721,-0.006792,4e-06,4e-06,6.263681,6.650718,1,v2,0.008342,3307,1,1,0,0.98738608601784,0.0091200126524541,0.0150039412713903
107291,107351,1461.086891,1462.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.219069,14.294337,0.075268,0.075268,0.424225,0.661439,0.237215,0.70421,0.70421,0.0,0.0,1.0,4.481301,4.602157,-0.007248,-0.006828,3.8e-05,3.6e-05,6.229458,6.61648,1,v2,0.075268,3308,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1462.086891,1463.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.294337,14.28461,-0.009728,-0.009728,0.661439,0.126408,-0.535031,0.70421,0.70421,0.0,0.0,1.0,4.448341,4.511252,-0.007243,-0.006824,5e-06,5e-06,6.233854,6.620878,1,v2,0.009728,3309,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1463.086891,1464.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.28461,14.197462,-0.087147,-0.087147,0.126408,0.893472,0.767064,0.70421,0.70421,0.0,0.0,1.0,4.506798,4.540745,-0.007199,-0.006782,4.4e-05,4.2e-05,6.273522,6.660561,1,v2,0.087147,3310,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1464.086891,1465.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.197462,14.272191,0.074729,0.074729,0.893472,0.104117,-0.789355,0.70421,0.703199,-0.001011,-0.001011,1.0,4.491953,4.359069,-0.007237,-0.006818,3.8e-05,3.6e-05,6.239563,6.62659,1,v2,0.074729,3311,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1465.086891,1466.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.272191,14.224877,-0.047315,-0.047315,0.104117,0.237574,0.133456,0.703199,0.702866,-0.000333,-0.000333,1.0,4.711071,4.300093,-0.007213,-0.006795,2.4e-05,2.3e-05,6.261261,6.648297,1,v2,0.047315,3312,1,1,0,0.9949417151162792,0.0091200126524541,0.0150039412713903
107291,107351,1466.086891,1467.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.224877,14.303224,0.078347,0.078347,0.237574,0.95962,0.722046,0.702866,0.702866,0.0,0.0,1.0,4.753064,4.487506,-0.007253,-0.006832,4e-05,3.7e-05,6.225657,6.612676,1,v2,0.078347,3313,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1467.086891,1468.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.303224,14.293542,-0.009682,-0.009682,0.95962,0.008562,-0.951058,0.702866,0.70272,-0.000145,-0.000145,1.0,4.530242,4.492117,-0.007249,-0.006827,4e-06,6e-06,6.229087,6.618003,1,v2,0.009682,3314,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1468.086891,1469.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.293542,13.97457,-0.318972,-0.318972,0.008562,2.378034,2.369472,0.70272,0.702945,0.000224,0.000224,1.0,4.487026,4.372661,-0.007085,-0.006676,0.000163,0.000151,6.376796,6.762777,1,v2,0.318972,3315,1,1,0,0.99988608601784,0.0091200126524541,0.0150039412713903
107291,107351,1469.086891,1470.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,13.97457,9.545874,-4.428696,-4.428696,2.378034,4.499516,2.121482,0.702945,0.699035,-0.003909,-0.003909,1.0,4.4659,4.504248,-0.00484,-0.00456,0.002246,0.002116,8.802147,9.162682,1,v2,4.428696,3316,1,1,0,0.99,0.0091200126524541,0.0150039412713903
107291,107351,1470.086891,1471.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,9.545874,8.298626,-1.247248,-1.247248,4.499516,4.499505,-1.1e-05,0.699035,0.699035,0.0,0.0,1.0,4.425236,4.514359,-0.004208,-0.003964,0.000632,0.000596,9.638533,9.980838,1,v2,1.247248,3317,1,1,0,0.9975,0.0091200126524541,0.0150039412713903
107291,107351,1471.086891,1472.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,8.298626,8.058604,-0.240022,-0.240022,4.499505,2.600423,-1.899081,0.699035,0.358653,-0.340383,-0.340383,1.0,4.601431,4.387337,-0.005135,-0.002269,0.000927,0.001695,8.437344,12.730761,1,v2,0.240022,3318,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1472.086891,1473.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,8.058604,8.366302,0.307698,0.307698,2.600423,0.232813,-2.36761,0.358653,-0.652951,-1.011603,-1.011603,1.0,4.504912,4.483189,-0.004825,0.003269,0.00031,0.005538,8.820852,28.191505,1,v2,0.307698,3319,1,1,0,0.9973329352294188,0.0091200126524541,0.0150039412713903
107291,107351,1473.086891,1474.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,8.366302,10.314199,1.947897,1.947897,0.232813,2.204344,1.971531,-0.652951,-0.851882,-0.198931,-0.198931,1.0,4.412111,4.517868,-0.005039,0.005122,0.000214,0.001853,8.554263,36.782736,1,v2,1.947897,3320,1,1,0,0.994832935229419,0.0091200126524541,0.0150039412713903
107291,107351,1474.086891,1475.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,10.314199,12.442713,2.128514,2.128514,2.204344,2.314666,0.110322,-0.851882,-0.856166,-0.004285,-0.004285,1.0,4.402724,4.731544,-0.006073,0.006185,0.001035,0.001062,7.373799,42.842299,1,v2,2.128514,3321,1,1,0,0.994774650345698,0.0091200126524541,0.0150039412713903
107291,107351,1475.086891,1476.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,12.442713,14.237648,1.794935,1.794935,2.314666,0.226756,-2.08791,-0.856166,-0.856301,-0.000135,-0.000135,1.0,4.351463,4.375449,-0.006929,0.007097,0.000855,0.000913,6.521887,48.838832,1,v2,1.794935,3322,1,1,0,0.9898278011341192,0.0091200126524541,0.0150039412713903
107291,107351,1476.086891,1477.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.237648,14.186835,-0.050813,-0.050813,0.226756,1.101559,0.874803,-0.856301,-0.860167,-0.003866,-0.003866,1.0,4.652274,4.337915,-0.006877,0.007099,5.2e-05,1e-06,6.570863,48.848,1,v2,0.050813,3323,1,1,0,0.9848834302325582,0.0091200126524541,0.0150039412713903
107291,107351,1477.086891,1478.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.186835,14.223361,0.036526,0.036526,1.101559,0.282837,-0.818722,-0.860167,-0.859043,0.001124,0.001124,1.0,4.621522,4.671523,-0.006894,0.007117,1.8e-05,1.8e-05,6.554185,48.976321,1,v2,0.036526,3324,1,1,0,0.995,0.0091200126524541,0.0150039412713903
107291,107351,1478.086891,1479.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.223361,14.270469,0.047109,0.047109,0.282837,0.473685,0.190849,-0.859043,-0.883664,-0.02462,-0.02462,1.0,4.661054,4.492943,-0.006739,0.007309,0.000155,0.000192,6.701689,50.342676,1,v2,0.047109,3325,1,1,0,0.9949417151162792,0.0091200126524541,0.0150039412713903
107291,107351,1479.086891,1480.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.270469,14.265438,-0.005032,-0.005032,0.473685,0.684787,0.211102,-0.883664,-0.933262,-0.049598,-0.049598,1.0,4.681846,4.689626,-0.006366,0.007631,0.000373,0.000322,7.07015,52.727649,1,v2,0.005032,3326,1,1,0,0.9949417151162792,0.0091200126524541,0.0150039412713903
107291,107351,1480.086891,1481.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,14.265438,9.832254,-4.433184,-4.433184,0.684787,4.500027,3.81524,-0.933262,-0.933262,0.0,0.0,1.0,4.704808,4.570899,-0.004388,0.00526,0.001978,0.002372,9.39217,37.514446,1,v2,4.433184,3327,1,1,0,0.992274650345698,0.0091200126524541,0.0150039412713903
107291,107351,1481.086891,1482.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,9.832254,6.619841,-3.212412,-3.212412,4.500027,0.279621,-4.220406,-0.933262,-0.844856,0.088406,0.088406,1.0,4.516446,4.579004,-0.003255,0.003267,0.001133,0.001993,11.050129,28.180428,1,v2,3.212412,3328,1,1,0,0.9949417151162792,0.0091200126524541,0.0150039412713903
107291,107351,1482.086891,1483.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.619841,6.630794,0.010953,0.010953,0.279621,0.030359,-0.249263,-0.844856,0.306439,1.151295,1.151295,1.0,4.444268,4.703653,-0.004316,-0.001645,0.001061,0.004912,9.489172,13.92316,1,v2,0.010953,3329,1,1,0,0.995,0.0091200126524541,0.0150039412713903
107291,107351,1483.086891,1484.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,6.630794,8.504051,1.873257,1.873257,0.030359,1.894421,1.864063,0.306439,0.646476,0.340037,0.340037,1.0,4.384948,4.620808,-0.004515,-0.003836,0.000199,0.00219,9.222408,10.167007,1,v2,1.873257,3330,1,1,0,0.995,0.0091200126524541,0.0150039412713903
107291,107351,1484.086891,1485.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,8.504051,10.639604,2.135553,2.135553,1.894421,2.046017,0.151596,0.646476,0.639602,-0.006873,-0.006873,1.0,4.332113,4.16144,-0.005649,-0.004799,0.001134,0.000963,7.837212,8.854116,1,v2,2.135553,3331,1,1,0,0.9869617071215808,0.0091200126524541,0.0150039412713903
107291,107351,1485.086891,1486.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,10.639604,12.598144,1.95854,1.95854,2.046017,1.942784,-0.103234,0.639602,0.639602,0.0,0.0,1.0,4.48305,4.593558,-0.006688,-0.005682,0.001039,0.000883,6.750898,7.800004,1,v2,1.95854,3332,1,1,0,1.0,0.0091200126524541,0.0150039412713903
107291,107351,1486.086891,1487.086891,1.0,11654.575591,13931.372465,11654.575591,13931.372465,0.0,0.0,0.0,12.598144,14.207159,1.609015,1.609015,1.942784,0.172213,-1.770571,0.639602,0.639602,0.0,0.0,1.0,4.334074,4.722216,-0.007543,-0.006408,0.000854,0.000726,5.971813,7.02833,1,v2,1.609015,3333,1,1,0,0.99,0.0091200126524541,0.0150039412713903
10572,10151,304.384382,305.384382,1.0,10104.271989,9884.537769,10104.271989,9884.537769,0.0,0.0,0.0,5.049678,6.848246,1.798568,1.798568,1.812066,2.089619,0.277553,0.904108,1.391003,0.486895,0.486895,1.0,4.731302,4.925159,4.7e-05,0.000271,7.7e-05,0.00011,2.249063,1.286865,1,v2,1.798568,3417,1,1,0,0.977242685874322,0.0058131668994467,0.0083061618023589
10572,10151,305.384382,306.384382,1.0,10104.271989,9884.537769,10104.271989,9884.537769,0.0,0.0,0.0,6.848246,8.631457,1.783211,1.783211,2.089619,1.689273,-0.400345,1.391003,1.221584,-0.16942,-0.16942,1.0,4.709969,4.884165,0.000116,0.000326,6.9e-05,5.6e-05,1.894321,1.120114,1,v2,1.783211,3418,1,1,0,0.995,0.0058131668994467,0.0083061618023589
10572,10151,306.384382,307.384382,1.0,10104.271989,9884.537769,10104.271989,9884.537769,0.0,0.0,0.0,8.631457,10.669152,2.037695,2.037695,1.689273,2.214752,0.525479,1.221584,0.970745,-0.250839,-0.250839,1.0,4.66047,4.737956,0.000238,0.000355,0.000123,2.9e-05,1.395163,1.041645,1,v2,2.037695,3419,1,1,0,0.9975,0.0058131668994467,0.0083061618023589
10572,10151,307.384382,308.384382,1.0,10104.271989,9884.537769,10104.271989,9884.537769,0.0,0.0,0.0,10.669152,12.666999,1.997847,1.997847,2.214752,2.429923,0.215171,0.970745,0.690729,-0.280016,-0.280016,1.0,4.408296,4.811211,0.000388,0.000327,0.00015,2.8e-05,0.959285,1.117132,1,v2,1.997847,3420,1,1,0,0.9949417151162792,0.0058131668994467,0.0083061618023589
10572,10151,308.384382,309.384382,1.0,10104.271989,9884.537769,10104.271989,9884.537769,0.0,0.0,0.0,12.666999,14.53731,1.870311,1.870311,2.429923,2.127825,-0.302099,0.690729,0.428762,-0.261967,-0.261967,1.0,4.516538,4.715614,0.000528,0.000247,0.000139,8e-05,0.677435,1.364024,1,v2,1.870311,3421,1,1,0,0.995,0.0058131668994467,0.0083061618023589
