receiver_pseudo,sender_pseudo,count,anomalies,non_anom,trust_raw,trust_blend
104655,2104955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2104956,1,1,0,0.3333333333333333,0.02556046182035839
104655,1904956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2004956,1,1,0,0.3333333333333333,0.02556046182035839
10572,110153,1,1,0,0.3333333333333333,0.02556046182035839
10572,200151,1,1,0,0.3333333333333333,0.02556046182035839
10572,210151,1,1,0,0.3333333333333333,0.02556046182035839
10572,200153,1,1,0,0.3333333333333333,0.02556046182035839
101053,680153,1,1,0,0.3333333333333333,0.02556046182035839
101053,690153,1,1,0,0.3333333333333333,0.02556046182035839
10572,210153,1,1,0,0.3333333333333333,0.02556046182035839
10572,220151,1,1,0,0.3333333333333333,0.02556046182035839
10572,220153,1,1,0,0.3333333333333333,0.02556046182035839
10572,230151,1,1,0,0.3333333333333333,0.02556046182035839
101053,310151,1,1,0,0.3333333333333333,0.02556046182035839
101053,320151,1,1,0,0.3333333333333333,0.02556046182035839
101053,330151,1,1,0,0.3333333333333333,0.02556046182035839
101113,40151,1,1,0,0.3333333333333333,0.02556046182035839
101113,60151,1,1,0,0.3333333333333333,0.02556046182035839
101053,340151,1,1,0,0.3333333333333333,0.02556046182035839
101053,350151,1,1,0,0.3333333333333333,0.02556046182035839
101053,360151,1,1,0,0.3333333333333333,0.02556046182035839
101053,370151,1,1,0,0.3333333333333333,0.02556046182035839
101053,380151,1,1,0,0.3333333333333333,0.02556046182035839
101053,390151,1,1,0,0.3333333333333333,0.02556046182035839
101053,400151,1,1,0,0.3333333333333333,0.02556046182035839
101053,410151,1,1,0,0.3333333333333333,0.02556046182035839
101053,420151,1,1,0,0.3333333333333333,0.02556046182035839
101053,430151,1,1,0,0.3333333333333333,0.02556046182035839
101053,440151,1,1,0,0.3333333333333333,0.02556046182035839
101053,450151,1,1,0,0.3333333333333333,0.02556046182035839
101053,570153,1,1,0,0.3333333333333333,0.02556046182035839
101053,580153,1,1,0,0.3333333333333333,0.02556046182035839
101053,610153,1,1,0,0.3333333333333333,0.02556046182035839
101053,620153,1,1,0,0.3333333333333333,0.02556046182035839
101053,630153,1,1,0,0.3333333333333333,0.02556046182035839
101053,640153,1,1,0,0.3333333333333333,0.02556046182035839
101053,650153,1,1,0,0.3333333333333333,0.02556046182035839
101053,660153,1,1,0,0.3333333333333333,0.02556046182035839
101053,670153,1,1,0,0.3333333333333333,0.02556046182035839
10572,760152,1,1,0,0.3333333333333333,0.02556046182035839
104655,1604956,1,1,0,0.3333333333333333,0.02556046182035839
101053,700153,1,1,0,0.3333333333333333,0.02556046182035839
101053,710153,1,1,0,0.3333333333333333,0.02556046182035839
10572,810152,1,1,0,0.3333333333333333,0.02556046182035839
10572,820152,1,1,0,0.3333333333333333,0.02556046182035839
10572,830152,1,1,0,0.3333333333333333,0.02556046182035839
10572,840152,1,1,0,0.3333333333333333,0.02556046182035839
10572,850152,1,1,0,0.3333333333333333,0.02556046182035839
10572,860152,1,1,0,0.3333333333333333,0.02556046182035839
10572,870152,1,1,0,0.3333333333333333,0.02556046182035839
10572,880152,1,1,0,0.3333333333333333,0.02556046182035839
10572,890152,1,1,0,0.3333333333333333,0.02556046182035839
104655,7804956,1,1,0,0.3333333333333333,0.02556046182035839
104655,604955,1,1,0,0.3333333333333333,0.02556046182035839
104655,504955,1,1,0,0.3333333333333333,0.02556046182035839
10572,770152,1,1,0,0.3333333333333333,0.02556046182035839
10572,750152,1,1,0,0.3333333333333333,0.02556046182035839
104655,1504955,1,1,0,0.3333333333333333,0.02556046182035839
104655,1604955,1,1,0,0.3333333333333333,0.02556046182035839
104655,1104955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2704956,1,1,0,0.3333333333333333,0.02556046182035839
104655,1204955,1,1,0,0.3333333333333333,0.02556046182035839
104655,1304955,1,1,0,0.3333333333333333,0.02556046182035839
104655,1704955,1,1,0,0.3333333333333333,0.02556046182035839
10572,670153,1,1,0,0.3333333333333333,0.02556046182035839
10572,610153,1,1,0,0.3333333333333333,0.02556046182035839
10572,600153,1,1,0,0.3333333333333333,0.02556046182035839
10572,590153,1,1,0,0.3333333333333333,0.02556046182035839
10572,800152,1,1,0,0.3333333333333333,0.02556046182035839
10572,790152,1,1,0,0.3333333333333333,0.02556046182035839
10572,780152,1,1,0,0.3333333333333333,0.02556046182035839
10572,60153,1,1,0,0.3333333333333333,0.02556046182035839
10572,50153,1,1,0,0.3333333333333333,0.02556046182035839
10572,330153,1,1,0,0.3333333333333333,0.02556046182035839
10572,280151,1,1,0,0.3333333333333333,0.02556046182035839
10572,70153,1,1,0,0.3333333333333333,0.02556046182035839
10572,80151,1,1,0,0.3333333333333333,0.02556046182035839
10572,620153,1,1,0,0.3333333333333333,0.02556046182035839
10572,630153,1,1,0,0.3333333333333333,0.02556046182035839
10572,640153,1,1,0,0.3333333333333333,0.02556046182035839
10572,650153,1,1,0,0.3333333333333333,0.02556046182035839
10572,660153,1,1,0,0.3333333333333333,0.02556046182035839
105915,202555,7,7,0,0.1111111111111111,0.02556046182035839
10572,380153,1,1,0,0.3333333333333333,0.02556046182035839
104655,3404955,1,1,0,0.3333333333333333,0.02556046182035839
104655,3304956,1,1,0,0.3333333333333333,0.02556046182035839
104655,3204956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2204956,1,1,0,0.3333333333333333,0.02556046182035839
10572,410151,1,1,0,0.3333333333333333,0.02556046182035839
10572,410153,1,1,0,0.3333333333333333,0.02556046182035839
104655,2204955,1,1,0,0.3333333333333333,0.02556046182035839
10572,390153,1,1,0,0.3333333333333333,0.02556046182035839
10572,390151,1,1,0,0.3333333333333333,0.02556046182035839
10572,400151,1,1,0,0.3333333333333333,0.02556046182035839
10572,400153,1,1,0,0.3333333333333333,0.02556046182035839
101834,2206157,1,1,0,0.3333333333333333,0.02556046182035839
104655,2304955,1,1,0,0.3333333333333333,0.02556046182035839
101834,2406156,1,1,0,0.3333333333333333,0.02556046182035839
10572,530153,1,1,0,0.3333333333333333,0.02556046182035839
10572,520153,1,1,0,0.3333333333333333,0.02556046182035839
10572,510153,1,1,0,0.3333333333333333,0.02556046182035839
101834,4606156,1,1,0,0.3333333333333333,0.02556046182035839
101834,2506156,1,1,0,0.3333333333333333,0.02556046182035839
101533,50151,1,1,0,0.3333333333333333,0.02556046182035839
104655,2304956,1,1,0,0.3333333333333333,0.02556046182035839
10572,420153,1,1,0,0.3333333333333333,0.02556046182035839
10572,430153,1,1,0,0.3333333333333333,0.02556046182035839
10572,440153,1,1,0,0.3333333333333333,0.02556046182035839
10572,540153,1,1,0,0.3333333333333333,0.02556046182035839
10572,550153,1,1,0,0.3333333333333333,0.02556046182035839
10572,560153,1,1,0,0.3333333333333333,0.02556046182035839
10572,570153,1,1,0,0.3333333333333333,0.02556046182035839
10572,580153,1,1,0,0.3333333333333333,0.02556046182035839
104655,2504955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2504956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2604955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2604956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2704955,1,1,0,0.3333333333333333,0.02556046182035839
104655,3404956,1,1,0,0.3333333333333333,0.02556046182035839
10572,480153,1,1,0,0.3333333333333333,0.02556046182035839
10572,490153,1,1,0,0.3333333333333333,0.02556046182035839
10572,500153,1,1,0,0.3333333333333333,0.02556046182035839
104655,304955,1,1,0,0.3333333333333333,0.02556046182035839
104655,404955,1,1,0,0.3333333333333333,0.02556046182035839
10572,450153,1,1,0,0.3333333333333333,0.02556046182035839
10572,460153,1,1,0,0.3333333333333333,0.02556046182035839
10572,470153,1,1,0,0.3333333333333333,0.02556046182035839
104655,2404956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2404955,1,1,0,0.3333333333333333,0.02556046182035839
104655,3004956,1,1,0,0.3333333333333333,0.02556046182035839
104655,3004955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2904956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2904955,1,1,0,0.3333333333333333,0.02556046182035839
104655,2804956,1,1,0,0.3333333333333333,0.02556046182035839
104655,2804955,1,1,0,0.3333333333333333,0.02556046182035839
10572,160153,1,1,0,0.3333333333333333,0.02556046182035839
10572,170151,1,1,0,0.3333333333333333,0.02556046182035839
10572,170153,1,1,0,0.3333333333333333,0.02556046182035839
10572,70151,1,1,0,0.3333333333333333,0.02556046182035839
10572,110151,1,1,0,0.3333333333333333,0.02556046182035839
10572,310153,1,1,0,0.3333333333333333,0.02556046182035839
104655,3104956,1,1,0,0.3333333333333333,0.02556046182035839
10572,180151,1,1,0,0.3333333333333333,0.02556046182035839
10572,180153,1,1,0,0.3333333333333333,0.02556046182035839
10572,190151,1,1,0,0.3333333333333333,0.02556046182035839
10572,190153,1,1,0,0.3333333333333333,0.02556046182035839
10572,20153,1,1,0,0.3333333333333333,0.02556046182035839
10572,30153,1,1,0,0.3333333333333333,0.02556046182035839
10572,40153,1,1,0,0.3333333333333333,0.02556046182035839
10572,330151,1,1,0,0.3333333333333333,0.02556046182035839
10572,160151,1,1,0,0.3333333333333333,0.02556046182035839
10572,380151,1,1,0,0.3333333333333333,0.02556046182035839
104655,1404955,1,1,0,0.3333333333333333,0.02556046182035839
10572,100151,1,1,0,0.3333333333333333,0.02556046182035839
10572,100153,1,1,0,0.3333333333333333,0.02556046182035839
10572,310151,1,1,0,0.3333333333333333,0.02556046182035839
10572,300153,1,1,0,0.3333333333333333,0.02556046182035839
10572,80153,1,1,0,0.3333333333333333,0.02556046182035839
10572,370153,1,1,0,0.3333333333333333,0.02556046182035839
101834,206155,6,6,0,0.125,0.02690898311304322
106455,1,6,6,0,0.125,0.02690898311304322
106575,204955,6,6,0,0.125,0.02690898311304322
105195,202555,6,6,0,0.125,0.02690898311304322
103335,202555,6,6,0,0.125,0.02690898311304322
104295,1,6,6,0,0.125,0.02690898311304322
105195,1,5,5,0,0.14285714285714285,0.028316929417174824
101293,1,5,5,0,0.14285714285714285,0.028316929417174824
104235,1,5,5,0,0.14285714285714285,0.028316929417174824
106095,202555,5,5,0,0.14285714285714285,0.028316929417174824
101533,40151,5,5,0,0.14285714285714285,0.028316929417174824
101533,1,5,5,0,0.14285714285714285,0.028316929417174824
107291,1,4,4,0,0.16666666666666666,0.029674777209492957
101533,60151,4,4,0,0.16666666666666666,0.029674777209492957
102615,207351,4,4,0,0.16666666666666666,0.029674777209492957
101533,20151,4,4,0,0.16666666666666666,0.029674777209492957
103635,1,4,4,0,0.16666666666666666,0.029674777209492957
101774,204955,2,2,0,0.25,0.030384280114787148
104655,1304956,2,2,0,0.25,0.030384280114787148
104655,304956,2,2,0,0.25,0.030384280114787148
104655,4104956,2,2,0,0.25,0.030384280114787148
104655,3904956,2,2,0,0.25,0.030384280114787148
104655,3804956,2,2,0,0.25,0.030384280114787148
104655,3704956,2,2,0,0.25,0.030384280114787148
104655,3604956,2,2,0,0.25,0.030384280114787148
104655,3504956,2,2,0,0.25,0.030384280114787148
104655,204956,2,2,0,0.25,0.030384280114787148
104655,1404956,2,2,0,0.25,0.030384280114787148
101533,30151,2,2,0,0.25,0.030384280114787148
104655,404956,2,2,0,0.25,0.030384280114787148
104655,7504956,2,2,0,0.25,0.030384280114787148
104655,7404956,2,2,0,0.25,0.030384280114787148
104655,6204956,2,2,0,0.25,0.030384280114787148
104655,6104956,2,2,0,0.25,0.030384280114787148
104655,6004956,2,2,0,0.25,0.030384280114787148
104655,1204956,2,2,0,0.25,0.030384280114787148
104655,1104956,2,2,0,0.25,0.030384280114787148
104655,1004956,2,2,0,0.25,0.030384280114787148
104655,1504956,2,2,0,0.25,0.030384280114787148
104655,604956,2,2,0,0.25,0.030384280114787148
104655,504956,2,2,0,0.25,0.030384280114787148
104655,5904956,2,2,0,0.25,0.030384280114787148
104655,5804956,2,2,0,0.25,0.030384280114787148
104655,4204956,2,2,0,0.25,0.030384280114787148
104655,7604956,2,2,0,0.25,0.030384280114787148
104655,6904956,2,2,0,0.25,0.030384280114787148
104655,6804956,2,2,0,0.25,0.030384280114787148
104655,6704956,2,2,0,0.25,0.030384280114787148
104655,6604956,2,2,0,0.25,0.030384280114787148
104655,6504956,2,2,0,0.25,0.030384280114787148
104655,6404956,2,2,0,0.25,0.030384280114787148
104655,6304956,2,2,0,0.25,0.030384280114787148
101113,20151,2,2,0,0.25,0.030384280114787148
104655,7304956,2,2,0,0.25,0.030384280114787148
104655,7204956,2,2,0,0.25,0.030384280114787148
104655,7104956,2,2,0,0.25,0.030384280114787148
104655,7004956,2,2,0,0.25,0.030384280114787148
104655,8004956,2,2,0,0.25,0.030384280114787148
104655,7904956,2,2,0,0.25,0.030384280114787148
104655,9404956,2,2,0,0.25,0.030384280114787148
104655,9304956,2,2,0,0.25,0.030384280114787148
104655,9204956,2,2,0,0.25,0.030384280114787148
104655,8804956,2,2,0,0.25,0.030384280114787148
104655,8704956,2,2,0,0.25,0.030384280114787148
104655,8604956,2,2,0,0.25,0.030384280114787148
104655,8504956,2,2,0,0.25,0.030384280114787148
104655,8404956,2,2,0,0.25,0.030384280114787148
104655,8304956,2,2,0,0.25,0.030384280114787148
104655,8204956,2,2,0,0.25,0.030384280114787148
104655,8104956,2,2,0,0.25,0.030384280114787148
104655,904956,2,2,0,0.25,0.030384280114787148
104655,804956,2,2,0,0.25,0.030384280114787148
104655,704956,2,2,0,0.25,0.030384280114787148
104655,10004956,2,2,0,0.25,0.030384280114787148
104655,9904956,2,2,0,0.25,0.030384280114787148
104655,7704956,2,2,0,0.25,0.030384280114787148
104655,9804956,2,2,0,0.25,0.030384280114787148
104655,9704956,2,2,0,0.25,0.030384280114787148
104655,9604956,2,2,0,0.25,0.030384280114787148
104655,9504956,2,2,0,0.25,0.030384280114787148
102435,202555,3,3,0,0.2,0.03067255418443007
104655,4304956,3,3,0,0.2,0.03067255418443007
104655,4604956,3,3,0,0.2,0.03067255418443007
104655,4504956,3,3,0,0.2,0.03067255418443007
104655,4004956,3,3,0,0.2,0.03067255418443007
106095,1,3,3,0,0.2,0.03067255418443007
104655,4404956,3,3,0,0.2,0.03067255418443007
104655,4704956,3,3,0,0.2,0.03067255418443007
101113,204955,3,3,0,0.2,0.03067255418443007
104655,5304956,3,3,0,0.2,0.03067255418443007
104655,5204956,3,3,0,0.2,0.03067255418443007
104655,5104956,3,3,0,0.2,0.03067255418443007
104655,5004956,3,3,0,0.2,0.03067255418443007
104655,5504956,3,3,0,0.2,0.03067255418443007
104655,5604956,3,3,0,0.2,0.03067255418443007
104655,5704956,3,3,0,0.2,0.03067255418443007
104655,5404956,3,3,0,0.2,0.03067255418443007
104655,4904956,3,3,0,0.2,0.03067255418443007
104655,4804956,3,3,0,0.2,0.03067255418443007
105795,105255,1,0,1,0.6666666666666666,0.05112092364071678
107055,103935,1,0,1,0.6666666666666666,0.05112092364071678
104895,105495,2,0,2,0.75,0.09115284034436144
105255,105795,2,0,2,0.75,0.09115284034436144
106215,104115,3,0,3,0.8,0.12269021673772028
101954,102195,5,0,5,0.8571428571428571,0.16990157650304893
105375,103215,5,0,5,0.8571428571428571,0.16990157650304893
103695,101714,5,0,5,0.8571428571428571,0.16990157650304893
103215,105375,5,0,5,0.8571428571428571,0.16990157650304893
106395,106695,6,0,6,0.875,0.18836288179130256
101293,102795,11,0,11,0.9230769230769231,0.2537537458904298
104475,10752,12,0,12,0.9285714285714286,0.26348664123066023
104115,106935,12,0,12,0.9285714285714286,0.26348664123066023
104115,106215,12,0,12,0.9285714285714286,0.26348664123066023
105735,106215,13,0,13,0.9333333333333333,0.27248970034105957
102195,101954,13,0,13,0.9333333333333333,0.27248970034105957
106515,106095,13,0,13,0.9333333333333333,0.27248970034105957
106215,105735,13,0,13,0.9333333333333333,0.27248970034105957
104415,103875,14,0,14,0.9375,0.2808616722338497
106215,106035,14,0,14,0.9375,0.2808616722338497
101714,103695,14,0,14,0.9375,0.2808616722338497
10752,104475,14,0,14,0.9375,0.2808616722338497
106695,106395,14,0,14,0.9375,0.2808616722338497
106935,104115,14,0,14,0.9375,0.2808616722338497
103755,105615,15,0,15,0.9411764705882353,0.288682862912283
106095,106515,15,0,15,0.9411764705882353,0.288682862912283
104955,103335,15,0,15,0.9411764705882353,0.288682862912283
102435,103875,15,0,15,0.9411764705882353,0.288682862912283
106275,105315,15,0,15,0.9411764705882353,0.288682862912283
105315,106275,15,0,15,0.9411764705882353,0.288682862912283
103875,104415,15,0,15,0.9411764705882353,0.288682862912283
103875,102435,16,0,16,0.9444444444444444,0.29601940737175325
106035,106215,16,0,16,0.9444444444444444,0.29601940737175325
106335,102615,16,0,16,0.9444444444444444,0.29601940737175325
101894,105615,16,0,16,0.9444444444444444,0.29601940737175325
10151,101113,16,0,16,0.9444444444444444,0.29601940737175325
105615,101894,16,0,16,0.9444444444444444,0.29601940737175325
104475,105015,16,0,16,0.9444444444444444,0.29601940737175325
105015,104475,16,0,16,0.9444444444444444,0.29601940737175325
102375,106335,18,0,18,0.95,0.3094501187156204
105015,103995,18,0,18,0.95,0.3094501187156204
103275,106515,18,0,18,0.95,0.3094501187156204
103515,105855,19,0,19,0.9523809523809523,0.31562993731343625
105855,103515,19,0,19,0.9523809523809523,0.31562993731343625
103155,102855,19,0,19,0.9523809523809523,0.31562993731343625
103755,104235,20,0,20,0.9545454545454546,0.32149948602879014
106515,103275,20,0,20,0.9545454545454546,0.32149948602879014
106935,103155,20,0,20,0.9545454545454546,0.32149948602879014
10452,10933,26,0,26,0.9642857142857143,0.35158952704253704
103995,105015,26,0,26,0.9642857142857143,0.35158952704253704
10933,10452,26,0,26,0.9642857142857143,0.35158952704253704
103155,106935,27,0,27,0.9655172413793104,0.3559230966600653
106575,104715,28,0,28,0.9666666666666667,0.3600994894749564
102855,103155,29,0,29,0.967741935483871,0.3641295185585628
102615,106335,30,0,30,0.96875,0.36802292952265575
103695,105435,31,0,31,0.9696969696969697,0.37178853556884933
106335,102375,31,0,31,0.9696969696969697,0.37178853556884933
105435,103695,31,0,31,0.9696969696969697,0.37178853556884933
105615,101293,32,0,32,0.9705882352941176,0.3754343319463386
106935,105795,32,0,32,0.9705882352941176,0.3754343319463386
101053,10572,32,0,32,0.9705882352941176,0.3754343319463386
104115,103635,32,0,32,0.9705882352941176,0.3754343319463386
10572,101053,32,0,32,0.9705882352941176,0.3754343319463386
102195,101293,32,0,32,0.9705882352941176,0.3754343319463386
101293,102195,32,0,32,0.9705882352941176,0.3754343319463386
101293,105615,32,0,32,0.9705882352941176,0.3754343319463386
103215,101654,33,0,33,0.9714285714285714,0.3789675934588479
103695,106215,34,0,34,0.9722222222222222,0.38239495793460065
105435,106215,35,0,35,0.972972972972973,0.385722498006922
104475,101834,38,0,38,0.975,0.3951596657398631
