receiver_pseudo,sender_pseudo,t_prev,t_curr,dt,x_prev,y_prev,x_curr,y_curr,dx,dy,dist,speed_prev,speed_curr,dv,jerk,acc_prev,acc_curr,dacc,heading_prev,heading_curr,dtheta,heading_rate,rate_msgs_per_s,pos_conf_x_curr,pos_conf_y_curr,spd_conf_x_curr,spd_conf_y_curr,acc_conf_x_curr,acc_conf_y_curr,head_conf_x_curr,head_conf_y_curr,label,mb_version,row_id,fused_anom,rsu_anom,obu_anom,rsu_score,trust_sender,trust_pair
102615,107351,1436.086891,1437.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.22228,14.267172,0.044892,0.044892,0.71159,0.704546,-0.007044,0.952706,0.809014,-0.143691,-0.143691,1.0,3.673907,3.312515,-0.004266,-0.004532,0.000703,0.000547,0.965741,0.908488,1,v2,3248,1,1,0,0.6613343520619026,0.0091200126524541,0.0190533576968223
102615,107351,1437.086891,1438.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.267172,14.176499,-0.090672,-0.090672,0.704546,0.133729,-0.570817,0.809014,0.315395,-0.493619,-0.493619,1.0,3.425929,3.384879,-0.005866,-0.001958,0.001601,0.002575,0.669116,1.639228,1,v2,3249,1,1,0,0.6361012125270189,0.0091200126524541,0.0190533576968223
102615,107351,1438.086891,1439.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.176499,14.278519,0.10202,0.10202,0.133729,0.939536,0.805807,0.315395,0.318295,0.0029,0.0029,1.0,3.35782,3.56929,-0.005903,-0.001988,3.7e-05,3e-05,0.663508,1.627811,1,v2,3250,1,1,0,0.6588343520619027,0.0091200126524541,0.0190533576968223
102615,107351,1439.086891,1440.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.278519,14.301262,0.022743,0.022743,0.939536,0.591834,-0.347702,0.318295,0.752125,0.433829,0.433829,1.0,3.370953,3.669152,-0.004526,-0.004294,0.001377,0.002306,0.909734,0.95956,1,v2,3251,1,1,0,0.6835533733091614,0.0091200126524541,0.0190533576968223
102615,107351,1440.086891,1441.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.301262,14.288936,-0.012326,-0.012326,0.591834,0.130686,-0.461148,0.752125,0.751498,-0.000627,-0.000627,1.0,3.490052,3.609498,-0.004525,-0.004287,1e-06,7e-06,0.909986,0.960997,1,v2,3252,1,1,0,0.6387126481991607,0.0091200126524541,0.0190533576968223
102615,107351,1441.086891,1442.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.288936,14.192513,-0.096423,-0.096423,0.130686,0.281769,0.151083,0.751498,0.609425,-0.142073,-0.142073,1.0,3.544709,3.506339,-0.005052,-0.003579,0.000527,0.000708,0.806449,1.130429,1,v2,3253,1,1,0,0.6363265621813209,0.0091200126524541,0.0190533576968223
102615,107351,1442.086891,1443.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.192513,14.281775,0.089262,0.089262,0.281769,1.055078,0.773309,0.609425,-0.002381,-0.611806,-0.611806,1.0,3.520855,3.422971,-0.00623,-2.6e-05,0.001178,0.003552,0.615593,2.552156,1,v2,3254,1,1,0,0.6586090024076006,0.0091200126524541,0.0190533576968223
102615,107351,1443.086891,1445.086891,2.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.281775,14.274578,-0.007198,-0.003599,1.055078,0.885803,-0.169275,-0.002381,-0.796277,-0.793896,-0.396948,0.5,3.47364,3.527706,-0.004384,0.004422,0.001458,0.006496,0.939796,7.075373,1,v2,3255,1,1,0,0.6361594974107398,0.0091200126524541,0.0190533576968223
102615,107351,1445.086891,1446.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.274578,14.256271,-0.018306,-0.018306,0.885803,0.171023,-0.714781,-0.796277,-0.796277,0.0,0.0,1.0,3.600058,3.500752,-0.004379,0.004416,6e-06,6e-06,0.941009,7.066181,1,v2,3256,1,1,0,0.6412126481991607,0.0091200126524541,0.0190533576968223
102615,107351,1446.086891,1447.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.256271,14.226544,-0.029728,-0.029728,0.171023,0.354607,0.183585,-0.796277,-0.796277,0.0,0.0,1.0,3.643487,3.519825,-0.00437,0.004407,9e-06,9e-06,0.94298,7.05128,1,v2,3257,1,1,0,0.6412126481991607,0.0091200126524541,0.0190533576968223
102615,107351,1447.086891,1448.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.226544,14.26962,0.043077,0.043077,0.354607,0.06129,-0.293317,-0.796277,-0.797259,-0.000983,-0.000983,1.0,3.660749,3.607939,-0.004383,0.00442,1.3e-05,1.3e-05,0.940125,7.072883,1,v2,3258,1,1,0,0.6637760671781817,0.0091200126524541,0.0190533576968223
102615,107351,1451.086891,1452.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.437227,6.803787,0.36656,0.36656,4.500001,0.304054,-4.195947,-0.798843,-0.718275,0.080568,0.080568,1.0,3.292142,3.370518,-0.002253,0.001933,0.000275,6.1e-05,1.532016,3.998759,1,v2,3259,1,1,0,0.6513343520619026,0.0091200126524541,0.0190533576968223
102615,107351,1452.086891,1453.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.803787,6.701195,-0.102592,-0.102592,0.304054,0.288044,-0.01601,-0.718275,0.400484,1.118759,1.118759,1.0,3.427437,3.235339,-0.002681,-0.001164,0.000429,0.003097,1.388628,1.966119,1,v2,3260,1,1,0,0.6359899543301405,0.0091200126524541,0.0190533576968223
102615,107351,1453.086891,1454.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.701195,8.684048,1.982853,1.982853,0.288044,2.480892,2.192849,0.400484,0.746042,0.345558,0.345558,1.0,3.532686,3.236958,-0.002757,-0.002598,7.6e-05,0.001433,1.364642,1.415536,1,v2,3261,1,1,0,0.6610238871478038,0.0091200126524541,0.0190533576968223
107291,107351,1451.086891,1452.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.437227,6.803787,0.36656,0.36656,4.500001,0.304054,-4.195947,-0.798843,-0.718275,0.080568,0.080568,1.0,3.292142,3.370518,-0.002253,0.001933,0.000275,6.1e-05,1.532016,3.998759,1,v2,3298,1,1,0,0.6513343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1452.086891,1453.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.803787,6.701195,-0.102592,-0.102592,0.304054,0.288044,-0.01601,-0.718275,0.400484,1.118759,1.118759,1.0,3.427437,3.235339,-0.002681,-0.001164,0.000429,0.003097,1.388628,1.966119,1,v2,3299,1,1,0,0.6359899543301405,0.0091200126524541,0.0150039412713903
107291,107351,1453.086891,1454.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.701195,8.684048,1.982853,1.982853,0.288044,2.480892,2.192849,0.400484,0.746042,0.345558,0.345558,1.0,3.532686,3.236958,-0.002757,-0.002598,7.6e-05,0.001433,1.364642,1.415536,1,v2,3300,1,1,0,0.6610238871478038,0.0091200126524541,0.0150039412713903
107291,107351,1454.086891,1455.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,8.684048,10.628924,1.944877,1.944877,2.480892,1.366163,-1.11473,0.746042,0.746042,0.0,0.0,1.0,3.625746,3.418409,-0.003375,-0.003179,0.000618,0.000582,1.18451,1.238804,1,v2,3301,1,1,0,0.6588343520619027,0.0091200126524541,0.0150039412713903
107291,107351,1455.086891,1456.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,10.628924,12.444319,1.815394,1.815394,1.366163,2.146174,0.780011,0.746042,0.746404,0.000362,0.000362,1.0,3.543777,3.451887,-0.003951,-0.003722,0.000576,0.000543,1.037891,1.093805,1,v2,3302,1,1,0,0.6663343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1456.086891,1457.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,12.444319,14.244966,1.800648,1.800648,2.146174,0.331365,-1.814809,0.746404,0.746687,0.000283,0.000283,1.0,3.599171,3.581337,-0.004523,-0.004261,0.000572,0.000539,0.910383,0.966741,1,v2,3303,1,1,0,0.6638343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1457.086891,1458.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.244966,14.268453,0.023487,0.023487,0.331365,0.024554,-0.306811,0.746687,0.74689,0.000203,0.000203,1.0,3.39572,3.453774,-0.004531,-0.004268,7e-06,7e-06,0.90882,0.965178,1,v2,3304,1,1,0,0.6712760671781817,0.0091200126524541,0.0150039412713903
107291,107351,1458.086891,1459.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.268453,14.230658,-0.037795,-0.037795,0.024554,0.144434,0.119881,0.74689,0.747434,0.000543,0.000543,1.0,3.316956,3.570057,-0.004519,-0.004257,1.2e-05,1.1e-05,0.911324,0.967682,1,v2,3305,1,1,0,0.6387126481991607,0.0091200126524541,0.0150039412713903
107291,107351,1459.086891,1460.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.230658,14.227234,-0.003424,-0.003424,0.144434,0.002749,-0.141686,0.747434,0.747475,4.1e-05,4.1e-05,1.0,3.389115,3.555727,-0.004517,-0.004256,1e-06,1e-06,0.91156,0.967918,1,v2,3306,1,1,0,0.6337709330828817,0.0091200126524541,0.0150039412713903
107291,107351,1460.086891,1461.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.227234,14.219349,-0.007885,-0.007885,0.002749,0.424222,0.421473,0.747475,0.747548,7.3e-05,7.3e-05,1.0,3.364182,3.364706,-0.004515,-0.004253,3e-06,2e-06,0.912095,0.968454,1,v2,3307,1,1,0,0.6337709330828817,0.0091200126524541,0.0150039412713903
107291,107351,1461.086891,1462.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.219349,14.294618,0.075269,0.075269,0.424222,0.661438,0.237216,0.747548,0.747548,0.0,0.0,1.0,3.475783,3.349232,-0.004539,-0.004276,2.4e-05,2.3e-05,0.907111,0.963468,1,v2,3308,1,1,0,0.6713343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1462.086891,1463.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.294618,14.284696,-0.009922,-0.009922,0.661438,0.126405,-0.535033,0.747548,0.747548,0.0,0.0,1.0,3.475406,3.388267,-0.004536,-0.004273,3e-06,3e-06,0.907751,0.964109,1,v2,3309,1,1,0,0.6337709330828817,0.0091200126524541,0.0150039412713903
107291,107351,1463.086891,1464.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.284696,14.197549,-0.087147,-0.087147,0.126405,0.893475,0.76707,0.747548,0.747548,0.0,0.0,1.0,3.429756,3.266853,-0.004508,-0.004247,2.8e-05,2.6e-05,0.913528,0.969887,1,v2,3310,1,1,0,0.6387126481991607,0.0091200126524541,0.0150039412713903
107291,107351,1464.086891,1465.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.197549,14.272553,0.075005,0.075005,0.893475,0.104119,-0.789356,0.747548,0.747548,0.0,0.0,1.0,3.530109,3.552371,-0.004532,-0.004269,2.4e-05,2.2e-05,0.908583,0.96494,1,v2,3311,1,1,0,0.6663343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1465.086891,1466.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.272553,14.22486,-0.047694,-0.047694,0.104119,0.237574,0.133456,0.747548,0.747548,0.0,0.0,1.0,3.502237,3.544821,-0.004517,-0.004255,1.5e-05,1.4e-05,0.911742,0.968101,1,v2,3312,1,1,0,0.6437126481991606,0.0091200126524541,0.0150039412713903
107291,107351,1466.086891,1467.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.22486,14.303207,0.078348,0.078348,0.237574,0.95962,0.722046,0.747548,0.747548,0.0,0.0,1.0,3.443078,3.462717,-0.004541,-0.004278,2.5e-05,2.3e-05,0.906558,0.962914,1,v2,3313,1,1,0,0.6638343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1467.086891,1468.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.303207,14.293579,-0.009629,-0.009629,0.95962,0.008561,-0.951059,0.747548,0.747402,-0.000146,-0.000146,1.0,3.531045,3.580625,-0.004539,-0.004275,2e-06,4e-06,0.907057,0.96369,1,v2,3314,1,1,0,0.6362709330828816,0.0091200126524541,0.0150039412713903
107291,107351,1468.086891,1469.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.293579,13.974434,-0.319144,-0.319144,0.008561,2.378033,2.369472,0.747402,0.747627,0.000225,0.000225,1.0,3.448285,3.413671,-0.004437,-0.00418,0.000102,9.4e-05,0.928566,0.984771,1,v2,3315,1,1,0,0.6387126481991607,0.0091200126524541,0.0150039412713903
107291,107351,1469.086891,1470.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,13.974434,9.545739,-4.428695,-4.428695,2.378033,4.499754,2.121721,0.747627,0.747205,-0.000422,-0.000422,1.0,3.371165,3.254066,-0.003031,-0.002856,0.001406,0.001325,1.281737,1.334237,1,v2,3316,1,1,0,0.6385455834285797,0.0091200126524541,0.0150039412713903
107291,107351,1470.086891,1471.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,9.545739,8.298537,-1.247202,-1.247202,4.499754,4.499744,-1.1e-05,0.747205,0.745498,-0.001707,-0.001707,1.0,3.54264,3.294737,-0.002635,-0.002483,0.000396,0.000373,1.403529,1.453374,1,v2,3317,1,1,0,0.6362126481991607,0.0091200126524541,0.0150039412713903
107291,107351,1471.086891,1472.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,8.298537,8.058365,-0.240172,-0.240172,4.499744,2.600225,-1.899519,0.745498,0.405945,-0.339554,-0.339554,1.0,3.4425,3.263504,-0.003215,-0.001421,0.000581,0.001062,1.228616,1.853808,1,v2,3318,1,1,0,0.6361012125270189,0.0091200126524541,0.0150039412713903
107291,107351,1472.086891,1473.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,8.058365,8.366329,0.307964,0.307964,2.600225,0.232772,-2.367453,0.405945,-0.605809,-1.011753,-1.011753,1.0,3.519098,3.422401,-0.003021,0.002047,0.000194,0.003468,1.284461,4.105146,1,v2,3319,1,1,0,0.6561090024076006,0.0091200126524541,0.0150039412713903
107291,107351,1473.086891,1474.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,8.366329,10.314198,1.947869,1.947869,0.232772,2.204346,1.971573,-0.605809,-0.803923,-0.198115,-0.198115,1.0,3.405326,3.435499,-0.003155,0.003208,0.000134,0.00116,1.245641,5.35617,1,v2,3320,1,1,0,0.6559124514756618,0.0091200126524541,0.0150039412713903
107291,107351,1474.086891,1475.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,10.314198,12.442711,2.128513,2.128513,2.204346,2.314667,0.110322,-0.803923,-0.804422,-0.000499,-0.000499,1.0,3.477721,3.700472,-0.003803,0.003873,0.000648,0.000665,1.073746,6.238542,1,v2,3321,1,1,0,0.6761672872913215,0.0091200126524541,0.0150039412713903
107291,107351,1475.086891,1476.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,12.442711,14.237641,1.79493,1.79493,2.314667,0.226756,-2.087911,-0.804422,-0.807211,-0.002789,-0.002789,1.0,3.40255,3.533667,-0.004339,0.004444,0.000536,0.000571,0.949694,7.111736,1,v2,3322,1,1,0,0.6563343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1476.086891,1477.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.237641,14.186827,-0.050814,-0.050814,0.226756,1.101558,0.874801,-0.807211,-0.810963,-0.003752,-0.003752,1.0,3.572424,3.559985,-0.004306,0.004445,3.3e-05,1e-06,0.956826,7.113071,1,v2,3323,1,1,0,0.6337126481991607,0.0091200126524541,0.0150039412713903
107291,107351,1477.086891,1478.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.186827,14.223353,0.036526,0.036526,1.101558,0.282838,-0.81872,-0.810963,-0.810932,3e-05,3e-05,1.0,3.459497,3.314154,-0.004317,0.004457,1.1e-05,1.1e-05,0.954397,7.131756,1,v2,3324,1,1,0,0.6687760671781817,0.0091200126524541,0.0150039412713903
107291,107351,1478.086891,1479.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.223353,14.27045,0.047097,0.047097,0.282838,0.473689,0.190851,-0.810932,-0.835463,-0.024531,-0.024531,1.0,3.442369,3.362284,-0.00422,0.004577,9.7e-05,0.00012,0.975876,7.33072,1,v2,3325,1,1,0,0.6637760671781817,0.0091200126524541,0.0150039412713903
107291,107351,1479.086891,1480.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.27045,14.265432,-0.005018,-0.005018,0.473689,0.684795,0.211106,-0.835463,-0.885061,-0.049598,-0.049598,1.0,3.339301,3.445605,-0.003987,0.004779,0.000233,0.000202,1.02953,7.678012,1,v2,3326,1,1,0,0.6313265621813209,0.0091200126524541,0.0150039412713903
107291,107351,1480.086891,1481.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,14.265432,9.83221,-4.433222,-4.433222,0.684795,4.500015,3.815221,-0.885061,-0.886005,-0.000943,-0.000943,1.0,3.398197,3.332297,-0.002748,0.003294,0.001239,0.001485,1.367654,5.462719,1,v2,3327,1,1,0,0.6259368035417197,0.0091200126524541,0.0150039412713903
107291,107351,1481.086891,1482.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,9.83221,6.619841,-3.212369,-3.212369,4.500015,0.279621,-4.220394,-0.886005,-0.797728,0.088277,0.088277,1.0,3.388005,3.488498,-0.002039,0.002045,0.000709,0.001248,1.60908,4.103533,1,v2,3328,1,1,0,0.6334316694464196,0.0091200126524541,0.0150039412713903
107291,107351,1482.086891,1483.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.619841,6.631238,0.011398,0.011398,0.279621,0.030398,-0.249223,-0.797728,0.352701,1.150429,1.150429,1.0,3.430849,3.348344,-0.002703,-0.00103,0.000664,0.003076,1.381779,2.027441,1,v2,3329,1,1,0,0.6635533733091614,0.0091200126524541,0.0150039412713903
107291,107351,1483.086891,1484.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,6.631238,8.504546,1.873308,1.873308,0.030398,1.894462,1.864064,0.352701,0.692739,0.340037,0.340037,1.0,3.614153,3.352968,-0.002827,-0.002402,0.000124,0.001372,1.342934,1.480483,1,v2,3330,1,1,0,0.6610238871478038,0.0091200126524541,0.0150039412713903
107291,107351,1484.086891,1485.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,8.504546,10.6401,2.135553,2.135553,1.894462,2.04593,0.151468,0.692739,0.692742,4e-06,4e-06,1.0,3.649751,3.239643,-0.003537,-0.003005,0.00071,0.000603,1.141227,1.289305,1,v2,3331,1,1,0,0.6563343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1485.086891,1486.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,10.6401,12.597918,1.957819,1.957819,2.04593,1.942698,-0.103232,0.692742,0.693407,0.000665,0.000665,1.0,3.391814,3.51535,-0.004188,-0.003558,0.000651,0.000553,0.983042,1.135809,1,v2,3332,1,1,0,0.6663343520619026,0.0091200126524541,0.0150039412713903
107291,107351,1486.086891,1487.086891,1.0,14774.134702,4748.34287,14774.134702,4748.34287,0.0,0.0,0.0,12.597918,14.206879,1.60896,1.60896,1.942698,0.172068,-1.77063,0.693407,0.693549,0.000142,0.000142,1.0,3.377051,3.432161,-0.004723,-0.004012,0.000535,0.000454,0.869594,1.02344,1,v2,3333,1,1,0,0.6663343520619026,0.0091200126524541,0.0150039412713903
10572,10151,304.384382,305.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,5.053308,6.851205,1.797897,1.797897,1.812206,2.089664,0.277457,0.868656,1.354962,0.486307,0.486307,1.0,3.513801,3.676266,0.000934,0.005408,0.001541,0.002206,17.387813,9.948927,1,v2,3417,1,1,0,0.6759099731656437,0.0058131668994467,0.0083061618023589
10572,10151,305.384382,306.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,6.851205,8.634597,1.783392,1.783392,2.089664,1.68928,-0.400384,1.354962,1.165734,-0.189228,-0.189228,1.0,3.639786,3.810215,0.00231,0.006521,0.001376,0.001112,14.645258,8.659754,1,v2,3418,1,1,0,0.759159202569959,0.0058131668994467,0.0083061618023589
10572,10151,306.384382,307.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,8.634597,10.672664,2.038067,2.038067,1.68928,2.21488,0.5256,1.165734,0.907767,-0.257967,-0.257967,1.0,3.687864,3.696474,0.004761,0.007103,0.002451,0.000582,10.786198,8.053104,1,v2,3419,1,1,0,0.6736090024076006,0.0058131668994467,0.0083061618023589
10572,10151,307.384382,308.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,10.672664,12.67032,1.997656,1.997656,2.21488,2.430308,0.215428,0.907767,0.627731,-0.280036,-0.280036,1.0,3.543188,3.745151,0.007763,0.006542,0.003002,0.000561,7.416367,8.636704,1,v2,3420,1,1,0,0.6761090024076006,0.0058131668994467,0.0083061618023589
10572,10151,308.384382,309.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,12.67032,14.540904,1.870583,1.870583,2.430308,2.128149,-0.302159,0.627731,0.365498,-0.262233,-0.262233,1.0,3.75811,3.782849,0.010551,0.004942,0.002788,0.0016,5.237345,10.545459,1,v2,3421,1,1,0,0.8689290583021928,0.0058131668994467,0.0083061618023589
10572,10151,309.384382,310.384382,1.0,11560.833626,72.173204,11560.833626,72.173204,0.0,0.0,0.0,14.540904,16.473926,1.933023,1.933023,2.128149,1.829584,-0.298565,0.365498,0.037052,-0.328446,-0.328446,1.0,3.864208,3.739315,0.013122,0.001436,0.002571,0.003505,3.800032,16.330862,1,v2,3422,1,1,0,0.859049595532177,0.0058131668994467,0.0083061618023589
